pothole_id,road_id,road_name,ward,latitude,longitude,depth_cm,surface_area_sqm,severity_level,pavement_surface_type,primary_failure_cause,reported_by,report_date,status,repair_material_used,repair_completion_date,repair_contractor_id
PTH_2024_00379,RD_LOC_010,S Ward Sector 10 Connector Road,S,19.12539,72.92369,16.7,2.65,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,Traffic Police Notification,2024-08-15,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-08-19,CONTR_BMC_101
PTH_2024_00380,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.0005,72.83451,7.3,1.46,High,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Traffic Police Notification,2024-09-25,Resolved / Repaired,Rapid Hardening Concrete,2024-09-28,CONTR_BMC_107
PTH_2024_00381,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00038,72.83508,7.4,0.46,High,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-08-25,Resolved / Repaired,Mastic Asphalt,2024-08-29,CONTR_BMC_113
PTH_2024_00382,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00033,72.83413,16.0,1.95,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-06-12,Resolved / Repaired,Mastic Asphalt,2024-06-16,CONTR_BMC_114
PTH_2024_00383,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00023,72.83402,5.0,2.92,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,Citizen (MyBMC App),2024-07-25,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-07-28,CONTR_BMC_124
PTH_2024_00384,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00051,72.83448,12.8,0.96,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,BMC Road Engineer Survey,2024-06-06,In-Progress,Pending,,CONTR_BMC_117
PTH_2024_00385,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00039,72.83468,7.4,1.16,High,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-08-28,In-Progress,Pending,,CONTR_BMC_106
PTH_2024_00386,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00032,72.83487,8.0,1.6,High,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),AI Camera / Patrol Vehicle,2024-09-02,Resolved / Repaired,Rapid Hardening Concrete,2024-09-04,CONTR_BMC_121
PTH_2024_00387,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00042,72.83484,13.7,2.86,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-07-04,In-Progress,Pending,,CONTR_BMC_125
PTH_2024_00388,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00047,72.83466,8.0,2.99,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,Traffic Police Notification,2024-09-01,Resolved / Repaired,Rapid Hardening Concrete,2024-09-06,CONTR_BMC_108
PTH_2024_00389,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00045,72.83501,16.5,3.05,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-08-12,Resolved / Repaired,Mastic Asphalt,2024-08-14,CONTR_BMC_103
PTH_2024_00390,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00026,72.83477,13.6,3.29,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-08-28,Inspected - Work Order Issued,Pending,,CONTR_BMC_125
PTH_2024_00391,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00049,72.83306,11.1,2.08,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-09-11,Citizen Reported,Pending,,CONTR_BMC_110
PTH_2024_00392,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.0004,72.83507,9.7,1.25,High,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-07-20,Resolved / Repaired,Rapid Hardening Concrete,2024-07-22,CONTR_BMC_102
PTH_2024_00393,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00037,72.83379,17.4,1.01,Critical,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Traffic Police Notification,2024-08-18,In-Progress,Pending,,CONTR_BMC_121
PTH_2024_00394,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00052,72.83441,10.6,2.55,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,BMC Road Engineer Survey,2024-09-07,Resolved / Repaired,Mastic Asphalt,2024-09-11,CONTR_BMC_122
PTH_2024_00395,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00045,72.8338,8.0,0.84,High,Mastic Asphalt,Waterlogging & Bitumen Stripping,Citizen (MyBMC App),2024-08-15,Resolved / Repaired,Mastic Asphalt,2024-08-19,CONTR_BMC_125
PTH_2024_00396,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00038,72.8341,16.6,0.67,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,Traffic Police Notification,2024-06-28,In-Progress,Pending,,CONTR_BMC_117
PTH_2024_00397,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00046,72.83307,5.6,1.61,Moderate,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-09-22,Resolved / Repaired,Rapid Hardening Concrete,2024-09-26,CONTR_BMC_103
PTH_2024_00398,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00039,72.83416,8.0,0.34,High,Mastic Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-06-18,Resolved / Repaired,Rapid Hardening Concrete,2024-06-22,CONTR_BMC_120
PTH_2024_00399,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.0003,72.83508,11.2,0.33,High,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-08-08,In-Progress,Pending,,CONTR_BMC_125
PTH_2024_00400,RD_LOC_011,F/S Ward Sector 11 Connector Road,F/S,19.00052,72.83382,16.6,0.47,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,Citizen (MyBMC App),2024-08-12,Citizen Reported,Pending,,CONTR_BMC_117
PTH_2024_00401,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.19622,72.87869,10.6,0.87,High,Mastic Asphalt,Sub-grade Moisture Saturation,BMC Road Engineer Survey,2024-09-05,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-09-10,CONTR_BMC_113
PTH_2024_00402,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.19913,72.88019,10.2,2.66,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,AI Camera / Patrol Vehicle,2024-07-24,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-07-26,CONTR_BMC_119
PTH_2024_00403,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.19926,72.87686,15.4,2.88,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-09-26,Inspected - Work Order Issued,Pending,,CONTR_BMC_125
PTH_2024_00404,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.20077,72.87646,11.7,3.43,Critical,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Citizen (MyBMC App),2024-07-24,In-Progress,Pending,,CONTR_BMC_108
PTH_2024_00405,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.19911,72.87671,14.1,2.46,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-09-07,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-09-09,CONTR_BMC_124
PTH_2024_00406,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.19591,72.87662,17.2,2.3,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,BMC Road Engineer Survey,2024-06-19,In-Progress,Pending,,CONTR_BMC_117
PTH_2024_00407,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.19827,72.87739,8.9,2.28,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-08-10,Resolved / Repaired,Mastic Asphalt,2024-08-14,CONTR_BMC_114
PTH_2024_00408,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.20022,72.88067,11.3,0.59,High,Mastic Asphalt,Waterlogging & Bitumen Stripping,Citizen (MyBMC App),2024-06-01,Resolved / Repaired,Rapid Hardening Concrete,2024-06-07,CONTR_BMC_112
PTH_2024_00409,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.19465,72.87889,16.5,1.07,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-06-16,Resolved / Repaired,Mastic Asphalt,2024-06-17,CONTR_BMC_108
PTH_2024_00410,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.19636,72.87702,5.6,1.5,Moderate,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-08-21,Resolved / Repaired,Rapid Hardening Concrete,2024-08-23,CONTR_BMC_109
PTH_2024_00411,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.20031,72.87978,13.8,0.74,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,BMC Road Engineer Survey,2024-08-24,Inspected - Work Order Issued,Pending,,CONTR_BMC_124
PTH_2024_00412,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.19719,72.87912,8.8,2.57,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-07-25,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-07-28,CONTR_BMC_113
PTH_2024_00413,RD_LOC_012,R/S Ward Sector 12 Connector Road,R/S,19.19614,72.87719,13.0,0.96,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Traffic Police Notification,2024-07-11,Resolved / Repaired,Mastic Asphalt,2024-07-15,CONTR_BMC_118
PTH_2024_00414,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.17775,72.97198,4.6,2.76,Critical,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Citizen (MyBMC App),2024-07-24,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-07-29,CONTR_BMC_107
PTH_2024_00415,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.17042,72.9696,4.2,3.28,Critical,Mastic Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-07-18,Resolved / Repaired,Mastic Asphalt,2024-07-21,CONTR_BMC_101
PTH_2024_00416,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.17344,72.96657,5.3,0.6,Moderate,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,Traffic Police Notification,2024-08-11,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-08-12,CONTR_BMC_106
PTH_2024_00417,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.17419,72.97097,17.7,0.92,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,Citizen (MyBMC App),2024-07-12,Resolved / Repaired,Rapid Hardening Concrete,2024-07-14,CONTR_BMC_109
PTH_2024_00418,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.17162,72.9684,14.5,3.17,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-06-12,Inspected - Work Order Issued,Pending,,CONTR_BMC_117
PTH_2024_00419,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.1756,72.97085,11.9,2.48,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Traffic Police Notification,2024-08-20,Inspected - Work Order Issued,Pending,,CONTR_BMC_113
PTH_2024_00420,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.17446,72.97079,15.1,1.97,Critical,Mastic Asphalt,Heavy Axle Commercial Vehicle Load,Citizen (MyBMC App),2024-06-14,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-06-16,CONTR_BMC_106
PTH_2024_00421,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.17136,72.9711,12.2,2.34,Critical,Mastic Asphalt,Sub-grade Moisture Saturation,Traffic Police Notification,2024-06-23,Inspected - Work Order Issued,Pending,,CONTR_BMC_109
PTH_2024_00422,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.16739,72.9698,6.1,1.2,Moderate,Mastic Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),AI Camera / Patrol Vehicle,2024-08-28,Resolved / Repaired,Rapid Hardening Concrete,2024-09-02,CONTR_BMC_112
PTH_2024_00423,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.17086,72.96783,13.8,2.87,Critical,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Traffic Police Notification,2024-07-21,In-Progress,Pending,,CONTR_BMC_101
PTH_2024_00424,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.16973,72.96667,11.4,1.83,High,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-06-16,In-Progress,Pending,,CONTR_BMC_117
PTH_2024_00425,RD_LOC_013,T Ward Sector 13 Connector Road,T,19.16834,72.96985,11.8,1.01,High,Mastic Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-08-25,Resolved / Repaired,Rapid Hardening Concrete,2024-08-29,CONTR_BMC_122
PTH_2024_00426,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.22588,72.87923,11.3,2.27,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-07-04,In-Progress,Pending,,CONTR_BMC_125
PTH_2024_00427,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.22363,72.88373,16.7,3.13,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,BMC Road Engineer Survey,2024-09-02,Resolved / Repaired,Rapid Hardening Concrete,2024-09-06,CONTR_BMC_119
PTH_2024_00428,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.22692,72.88209,7.2,1.32,High,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-07-09,Resolved / Repaired,Mastic Asphalt,2024-07-11,CONTR_BMC_109
PTH_2024_00429,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.22716,72.88061,8.7,0.83,High,Bituminous Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-06-17,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-06-20,CONTR_BMC_102
PTH_2024_00430,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.23032,72.88049,9.5,0.96,High,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,BMC Road Engineer Survey,2024-06-03,In-Progress,Pending,,CONTR_BMC_118
PTH_2024_00431,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.22993,72.8827,6.7,2.06,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Traffic Police Notification,2024-08-26,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-08-31,CONTR_BMC_124
PTH_2024_00432,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.23146,72.87864,14.2,3.3,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-07-03,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-07-06,CONTR_BMC_103
PTH_2024_00433,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.22975,72.88141,4.1,0.36,Moderate,Bituminous Asphalt,Waterlogging & Bitumen Stripping,AI Camera / Patrol Vehicle,2024-06-04,Inspected - Work Order Issued,Pending,,CONTR_BMC_116
PTH_2024_00434,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.23001,72.87997,10.8,2.08,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,Citizen (MyBMC App),2024-06-12,Resolved / Repaired,Mastic Asphalt,2024-06-14,CONTR_BMC_110
PTH_2024_00435,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.23038,72.88232,10.7,3.38,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-08-11,Citizen Reported,Pending,,CONTR_BMC_119
PTH_2024_00436,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.23202,72.88375,7.9,2.55,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,AI Camera / Patrol Vehicle,2024-09-11,Resolved / Repaired,Mastic Asphalt,2024-09-15,CONTR_BMC_101
PTH_2024_00437,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.22624,72.88291,8.4,0.97,High,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,Citizen (MyBMC App),2024-08-01,In-Progress,Pending,,CONTR_BMC_104
PTH_2024_00438,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.23223,72.8816,14.6,0.5,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,Traffic Police Notification,2024-08-21,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-08-22,CONTR_BMC_103
PTH_2024_00439,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.22585,72.88305,4.4,3.39,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,Traffic Police Notification,2024-07-04,Resolved / Repaired,Mastic Asphalt,2024-07-06,CONTR_BMC_120
PTH_2024_00440,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.22722,72.88086,10.6,0.57,High,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Citizen (MyBMC App),2024-07-23,Resolved / Repaired,Rapid Hardening Concrete,2024-07-29,CONTR_BMC_109
PTH_2024_00441,RD_LOC_014,R/S Ward Sector 14 Connector Road,R/S,19.2292,72.88113,6.8,2.53,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-08-26,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-08-28,CONTR_BMC_123
PTH_2024_00442,RD_LOC_015,M/E Ward Sector 15 Connector Road,M/E,19.04792,72.92056,5.0,1.73,Moderate,Cement Concrete,Waterlogging & Bitumen Stripping,BMC Road Engineer Survey,2024-09-24,Inspected - Work Order Issued,Pending,,CONTR_BMC_121
PTH_2024_00443,RD_LOC_015,M/E Ward Sector 15 Connector Road,M/E,19.04843,72.91006,5.6,3.12,Critical,Cement Concrete,Asphalt Aging & Pavement Fatigue,AI Camera / Patrol Vehicle,2024-07-24,In-Progress,Pending,,CONTR_BMC_104
PTH_2024_00444,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.11282,72.85903,11.3,1.33,High,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Citizen (MyBMC App),2024-09-01,Resolved / Repaired,Mastic Asphalt,2024-09-04,CONTR_BMC_121
PTH_2024_00445,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.10297,72.8599,5.3,1.1,Moderate,Bituminous Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-09-05,In-Progress,Pending,,CONTR_BMC_110
PTH_2024_00446,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.1099,72.8586,13.5,2.09,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,AI Camera / Patrol Vehicle,2024-09-08,Resolved / Repaired,Rapid Hardening Concrete,2024-09-11,CONTR_BMC_106
PTH_2024_00447,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.10341,72.85961,13.8,1.13,Critical,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-07-28,In-Progress,Pending,,CONTR_BMC_113
PTH_2024_00448,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.11237,72.86128,16.8,2.36,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,BMC Road Engineer Survey,2024-07-19,Resolved / Repaired,Mastic Asphalt,2024-07-22,CONTR_BMC_114
PTH_2024_00449,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.11241,72.86182,14.3,3.38,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-06-20,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-06-25,CONTR_BMC_110
PTH_2024_00450,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.11301,72.85668,11.1,0.31,High,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-06-07,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-06-09,CONTR_BMC_119
PTH_2024_00451,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.10935,72.86039,11.4,2.04,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Citizen (MyBMC App),2024-07-01,In-Progress,Pending,,CONTR_BMC_112
PTH_2024_00452,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.10438,72.86164,17.9,2.69,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-07-05,In-Progress,Pending,,CONTR_BMC_102
PTH_2024_00453,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.10729,72.85695,9.2,3.02,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-08-06,In-Progress,Pending,,CONTR_BMC_105
PTH_2024_00454,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.11229,72.85665,12.6,1.94,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),BMC Road Engineer Survey,2024-09-18,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-09-23,CONTR_BMC_125
PTH_2024_00455,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.11267,72.85661,10.8,2.38,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,AI Camera / Patrol Vehicle,2024-08-23,Inspected - Work Order Issued,Pending,,CONTR_BMC_120
PTH_2024_00456,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.10468,72.85711,9.8,2.8,Critical,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,Citizen (MyBMC App),2024-06-15,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-06-19,CONTR_BMC_119
PTH_2024_00457,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.11184,72.86137,4.6,3.14,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Traffic Police Notification,2024-06-12,Citizen Reported,Pending,,CONTR_BMC_108
PTH_2024_00458,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.10589,72.85875,13.0,2.15,Critical,Bituminous Asphalt,Waterlogging & Bitumen Stripping,Traffic Police Notification,2024-07-10,Resolved / Repaired,Mastic Asphalt,2024-07-13,CONTR_BMC_123
PTH_2024_00459,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.11304,72.85742,13.0,0.39,Critical,Bituminous Asphalt,Sub-grade Moisture Saturation,AI Camera / Patrol Vehicle,2024-08-16,Resolved / Repaired,Mastic Asphalt,2024-08-19,CONTR_BMC_102
PTH_2024_00460,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.10862,72.85904,15.6,1.21,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),AI Camera / Patrol Vehicle,2024-08-17,Inspected - Work Order Issued,Pending,,CONTR_BMC_106
PTH_2024_00461,RD_LOC_016,K/E Ward Sector 16 Connector Road,K/E,19.11235,72.85744,13.3,1.8,Critical,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-09-01,In-Progress,Pending,,CONTR_BMC_116
PTH_2024_00462,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.06239,72.82496,8.1,0.3,High,Bituminous Asphalt,Sub-grade Moisture Saturation,Citizen (MyBMC App),2024-08-18,Resolved / Repaired,Mastic Asphalt,2024-08-22,CONTR_BMC_124
PTH_2024_00463,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.05616,72.82845,5.6,1.76,Moderate,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,AI Camera / Patrol Vehicle,2024-09-20,Citizen Reported,Pending,,CONTR_BMC_105
PTH_2024_00464,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.05637,72.82871,14.7,2.04,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),Traffic Police Notification,2024-07-24,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-07-26,CONTR_BMC_104
PTH_2024_00465,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.05596,72.82391,15.2,3.09,Critical,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,Citizen (MyBMC App),2024-06-04,In-Progress,Pending,,CONTR_BMC_121
PTH_2024_00466,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.05892,72.82244,6.6,0.5,Moderate,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-09-02,In-Progress,Pending,,CONTR_BMC_112
PTH_2024_00467,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.06298,72.82653,14.2,3.37,Critical,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,Traffic Police Notification,2024-07-26,Resolved / Repaired,Rapid Hardening Concrete,2024-07-30,CONTR_BMC_104
PTH_2024_00468,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.05594,72.82195,14.9,0.5,Critical,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,BMC Road Engineer Survey,2024-09-06,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-09-09,CONTR_BMC_121
PTH_2024_00469,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.06222,72.82354,6.6,1.78,Moderate,Bituminous Asphalt,Asphalt Aging & Pavement Fatigue,Citizen (MyBMC App),2024-07-19,Resolved / Repaired,Hot Mix Bituminous Concrete,2024-07-21,CONTR_BMC_107
PTH_2024_00470,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.05885,72.82651,7.5,1.43,High,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,BMC Road Engineer Survey,2024-08-03,Inspected - Work Order Issued,Pending,,CONTR_BMC_103
PTH_2024_00471,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.06277,72.82503,10.5,1.39,High,Bituminous Asphalt,Heavy Axle Commercial Vehicle Load,Traffic Police Notification,2024-06-04,Resolved / Repaired,Cold Mix Polymer Asphalt,2024-06-09,CONTR_BMC_114
PTH_2024_00472,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.06182,72.82333,5.8,0.42,Moderate,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),BMC Road Engineer Survey,2024-08-01,Resolved / Repaired,Rapid Hardening Concrete,2024-08-02,CONTR_BMC_121
PTH_2024_00473,RD_LOC_017,H/W Ward Sector 17 Connector Road,H/W,19.05639,72.82808,16.8,1.15,Critical,Bituminous Asphalt,Utility Trench Reinstatement Failure (MGL/MTNL/Adani),BMC Road Engineer Survey,2024-07-24,Citizen Reported,Pending,,CONTR_BMC_123
