timestamp,station_id,station_name,ward,rainfall_mm_per_hr,rainfall_category,humidity_pct,atmospheric_pressure_hpa
2022-06-04 15:00:00,AWS_CHM_04,Chembur AWS,M/W,81.72,Extremely Heavy,94,1000.5
2022-06-04 15:00:00,AWS_AND_05,Andheri West AWS,K/W,73.96,Extremely Heavy,97,1000.8
2022-06-04 15:00:00,AWS_DDR_06,Dadar AWS,G/N,80.52,Extremely Heavy,94,1000.5
2022-06-04 15:00:00,AWS_BVI_07,Borivali AWS,R/C,84.57,Extremely Heavy,98,999.4
2022-06-04 15:00:00,AWS_WRL_08,Worli AWS,G/S,47.86,Very Heavy,98,1001.6
2022-06-04 16:00:00,AWS_SCZ_01,Santacruz AWS,H/E,78.08,Extremely Heavy,97,1001.8
2022-06-04 16:00:00,AWS_CLB_02,Colaba AWS,A,55.06,Very Heavy,96,1002.1
2022-06-04 16:00:00,AWS_KRL_03,Kurla AWS,L,56.87,Very Heavy,95,1000.9
2022-06-04 16:00:00,AWS_CHM_04,Chembur AWS,M/W,66.17,Extremely Heavy,95,1001.0
2022-06-04 16:00:00,AWS_AND_05,Andheri West AWS,K/W,65.27,Extremely Heavy,96,1001.5
2022-06-04 16:00:00,AWS_DDR_06,Dadar AWS,G/N,86.08,Extremely Heavy,94,1000.7
2022-06-04 16:00:00,AWS_BVI_07,Borivali AWS,R/C,78.34,Extremely Heavy,97,1000.9
2022-06-04 16:00:00,AWS_WRL_08,Worli AWS,G/S,85.01,Extremely Heavy,94,1002.9
2022-06-04 17:00:00,AWS_SCZ_01,Santacruz AWS,H/E,53.99,Very Heavy,95,998.9
2022-06-04 17:00:00,AWS_CLB_02,Colaba AWS,A,86.49,Extremely Heavy,95,999.9
2022-06-04 17:00:00,AWS_KRL_03,Kurla AWS,L,47.58,Very Heavy,96,999.6
2022-06-04 17:00:00,AWS_CHM_04,Chembur AWS,M/W,78.84,Extremely Heavy,98,1002.0
2022-06-04 17:00:00,AWS_AND_05,Andheri West AWS,K/W,59.96,Very Heavy,98,1001.5
2022-06-04 17:00:00,AWS_DDR_06,Dadar AWS,G/N,62.37,Very Heavy,94,1000.5
2022-06-04 17:00:00,AWS_BVI_07,Borivali AWS,R/C,59.37,Very Heavy,98,998.5
2022-06-04 17:00:00,AWS_WRL_08,Worli AWS,G/S,55.97,Very Heavy,95,1000.9
2022-06-04 18:00:00,AWS_SCZ_01,Santacruz AWS,H/E,54.19,Very Heavy,96,997.8
2022-06-04 18:00:00,AWS_CLB_02,Colaba AWS,A,58.66,Very Heavy,96,1001.3
2022-06-04 18:00:00,AWS_KRL_03,Kurla AWS,L,83.76,Extremely Heavy,97,1001.1
2022-06-04 18:00:00,AWS_CHM_04,Chembur AWS,M/W,51.83,Very Heavy,97,1001.0
2022-06-04 18:00:00,AWS_AND_05,Andheri West AWS,K/W,74.33,Extremely Heavy,95,1000.7
2022-06-04 18:00:00,AWS_DDR_06,Dadar AWS,G/N,68.06,Extremely Heavy,97,1002.3
2022-06-04 18:00:00,AWS_BVI_07,Borivali AWS,R/C,68.0,Extremely Heavy,98,999.8
2022-06-04 18:00:00,AWS_WRL_08,Worli AWS,G/S,79.04,Extremely Heavy,97,1000.8
2022-06-04 19:00:00,AWS_SCZ_01,Santacruz AWS,H/E,70.74,Extremely Heavy,98,997.8
2022-06-04 19:00:00,AWS_CLB_02,Colaba AWS,A,58.82,Very Heavy,98,1000.1
2022-06-04 19:00:00,AWS_KRL_03,Kurla AWS,L,79.29,Extremely Heavy,94,997.5
2022-06-04 19:00:00,AWS_CHM_04,Chembur AWS,M/W,74.78,Extremely Heavy,96,999.6
2022-06-04 19:00:00,AWS_AND_05,Andheri West AWS,K/W,81.23,Extremely Heavy,95,999.5
2022-06-04 19:00:00,AWS_DDR_06,Dadar AWS,G/N,63.86,Very Heavy,96,1003.5
2022-06-04 19:00:00,AWS_BVI_07,Borivali AWS,R/C,78.15,Extremely Heavy,94,999.4
2022-06-04 19:00:00,AWS_WRL_08,Worli AWS,G/S,64.65,Extremely Heavy,94,1000.9
2022-06-04 20:00:00,AWS_SCZ_01,Santacruz AWS,H/E,48.89,Very Heavy,95,999.3
2022-06-04 20:00:00,AWS_CLB_02,Colaba AWS,A,70.51,Extremely Heavy,94,1001.4
2022-06-04 20:00:00,AWS_KRL_03,Kurla AWS,L,61.91,Very Heavy,94,999.5
2022-06-04 20:00:00,AWS_CHM_04,Chembur AWS,M/W,56.14,Very Heavy,95,999.5
2022-06-04 20:00:00,AWS_AND_05,Andheri West AWS,K/W,71.89,Extremely Heavy,97,998.6
2022-06-04 20:00:00,AWS_DDR_06,Dadar AWS,G/N,66.35,Extremely Heavy,94,1001.3
2022-06-04 20:00:00,AWS_BVI_07,Borivali AWS,R/C,50.38,Very Heavy,98,999.9
2022-06-04 20:00:00,AWS_WRL_08,Worli AWS,G/S,67.38,Extremely Heavy,97,1000.0
2022-06-04 21:00:00,AWS_SCZ_01,Santacruz AWS,H/E,34.74,Heavy,95,1001.5
2022-06-04 21:00:00,AWS_CLB_02,Colaba AWS,A,49.9,Very Heavy,97,1001.4
2022-06-04 21:00:00,AWS_KRL_03,Kurla AWS,L,42.04,Very Heavy,96,998.6
2022-06-04 21:00:00,AWS_CHM_04,Chembur AWS,M/W,36.1,Very Heavy,96,999.8
2022-06-04 21:00:00,AWS_AND_05,Andheri West AWS,K/W,32.49,Heavy,96,1000.2
2022-06-04 21:00:00,AWS_DDR_06,Dadar AWS,G/N,48.66,Very Heavy,94,1002.4
2022-06-04 21:00:00,AWS_BVI_07,Borivali AWS,R/C,47.28,Very Heavy,98,1003.2
2022-06-04 21:00:00,AWS_WRL_08,Worli AWS,G/S,49.39,Very Heavy,96,1000.6
2022-06-04 22:00:00,AWS_SCZ_01,Santacruz AWS,H/E,35.17,Heavy,97,1000.1
2022-06-04 22:00:00,AWS_CLB_02,Colaba AWS,A,33.1,Heavy,94,1001.0
2022-06-04 22:00:00,AWS_KRL_03,Kurla AWS,L,27.18,Heavy,96,999.9
2022-06-04 22:00:00,AWS_CHM_04,Chembur AWS,M/W,27.5,Heavy,98,999.7
2022-06-04 22:00:00,AWS_AND_05,Andheri West AWS,K/W,32.54,Heavy,98,1001.3
2022-06-04 22:00:00,AWS_DDR_06,Dadar AWS,G/N,34.41,Heavy,97,1001.4
2022-06-04 22:00:00,AWS_BVI_07,Borivali AWS,R/C,35.64,Very Heavy,96,1001.2
2022-06-04 22:00:00,AWS_WRL_08,Worli AWS,G/S,34.98,Heavy,94,1000.6
2022-06-04 23:00:00,AWS_SCZ_01,Santacruz AWS,H/E,17.68,Heavy,94,1000.3
2022-06-04 23:00:00,AWS_CLB_02,Colaba AWS,A,12.6,Moderate,97,1004.6
2022-06-04 23:00:00,AWS_KRL_03,Kurla AWS,L,18.1,Heavy,98,1000.9
2022-06-04 23:00:00,AWS_CHM_04,Chembur AWS,M/W,14.14,Moderate,97,1004.6
2022-06-04 23:00:00,AWS_AND_05,Andheri West AWS,K/W,21.5,Heavy,94,1000.5
2022-06-04 23:00:00,AWS_DDR_06,Dadar AWS,G/N,16.41,Heavy,94,1002.0
2022-06-04 23:00:00,AWS_BVI_07,Borivali AWS,R/C,19.43,Heavy,97,1001.2
2022-06-04 23:00:00,AWS_WRL_08,Worli AWS,G/S,18.05,Heavy,94,1000.8
2022-06-05 00:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,86,1004.1
2022-06-05 00:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,84,1003.7
2022-06-05 00:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,85,1005.3
2022-06-05 00:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,82,1007.5
2022-06-05 00:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,84,1006.0
2022-06-05 00:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,84,1006.2
2022-06-05 00:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,85,1004.1
2022-06-05 00:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,82,1006.2
2022-06-05 01:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,85,1003.5
2022-06-05 01:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,86,1004.1
2022-06-05 01:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,83,1005.5
2022-06-05 01:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,84,1005.4
2022-06-05 01:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,86,1006.5
2022-06-05 01:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,85,1006.5
2022-06-05 01:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,82,1006.3
2022-06-05 01:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,86,1007.3
2022-06-05 02:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,82,1004.3
2022-06-05 02:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,83,1006.8
2022-06-05 02:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,86,1003.8
2022-06-05 02:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,84,1005.2
2022-06-05 02:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,86,1006.0
2022-06-05 02:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,82,1003.2
2022-06-05 02:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,84,1007.1
2022-06-05 02:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,83,1004.6
2022-06-05 03:00:00,AWS_SCZ_01,Santacruz AWS,H/E,104.39,Extremely Heavy,94,999.9
2022-06-05 03:00:00,AWS_CLB_02,Colaba AWS,A,71.09,Extremely Heavy,94,1001.9
2022-06-05 03:00:00,AWS_KRL_03,Kurla AWS,L,109.05,Extremely Heavy,96,999.6
2022-06-05 03:00:00,AWS_CHM_04,Chembur AWS,M/W,84.94,Extremely Heavy,98,997.7
2022-06-05 03:00:00,AWS_AND_05,Andheri West AWS,K/W,108.37,Extremely Heavy,97,1000.5
2022-06-05 03:00:00,AWS_DDR_06,Dadar AWS,G/N,96.13,Extremely Heavy,98,998.1
2022-06-05 03:00:00,AWS_BVI_07,Borivali AWS,R/C,77.6,Extremely Heavy,98,1000.4
2022-06-05 03:00:00,AWS_WRL_08,Worli AWS,G/S,66.34,Extremely Heavy,94,999.4
2022-06-05 04:00:00,AWS_SCZ_01,Santacruz AWS,H/E,95.13,Extremely Heavy,98,1001.2
2022-06-05 04:00:00,AWS_CLB_02,Colaba AWS,A,96.13,Extremely Heavy,96,1001.4
2022-06-05 04:00:00,AWS_KRL_03,Kurla AWS,L,81.88,Extremely Heavy,96,1001.2
2022-06-05 04:00:00,AWS_CHM_04,Chembur AWS,M/W,62.15,Very Heavy,95,1001.3
2022-06-05 04:00:00,AWS_AND_05,Andheri West AWS,K/W,64.09,Very Heavy,96,1001.2
2022-06-05 04:00:00,AWS_DDR_06,Dadar AWS,G/N,58.92,Very Heavy,94,1000.4
2022-06-05 04:00:00,AWS_BVI_07,Borivali AWS,R/C,90.55,Extremely Heavy,98,1000.6
2022-06-05 04:00:00,AWS_WRL_08,Worli AWS,G/S,89.54,Extremely Heavy,95,1001.1
2022-06-05 05:00:00,AWS_SCZ_01,Santacruz AWS,H/E,55.21,Very Heavy,95,1002.1
2022-06-05 05:00:00,AWS_CLB_02,Colaba AWS,A,56.1,Very Heavy,96,999.8
2022-06-05 05:00:00,AWS_KRL_03,Kurla AWS,L,68.05,Extremely Heavy,97,1000.0
2022-06-05 05:00:00,AWS_CHM_04,Chembur AWS,M/W,76.9,Extremely Heavy,94,999.6
2022-06-05 05:00:00,AWS_AND_05,Andheri West AWS,K/W,77.21,Extremely Heavy,97,999.4
2022-06-05 05:00:00,AWS_DDR_06,Dadar AWS,G/N,70.02,Extremely Heavy,96,1000.3
2022-06-05 05:00:00,AWS_BVI_07,Borivali AWS,R/C,45.96,Very Heavy,96,999.8
2022-06-05 05:00:00,AWS_WRL_08,Worli AWS,G/S,60.29,Very Heavy,96,1001.4
2022-06-05 06:00:00,AWS_SCZ_01,Santacruz AWS,H/E,49.02,Very Heavy,95,1000.3
2022-06-05 06:00:00,AWS_CLB_02,Colaba AWS,A,49.39,Very Heavy,95,1000.3
2022-06-05 06:00:00,AWS_KRL_03,Kurla AWS,L,32.9,Heavy,94,1003.1
2022-06-05 06:00:00,AWS_CHM_04,Chembur AWS,M/W,38.51,Very Heavy,97,1001.0
2022-06-05 06:00:00,AWS_AND_05,Andheri West AWS,K/W,50.14,Very Heavy,95,999.9
2022-06-05 06:00:00,AWS_DDR_06,Dadar AWS,G/N,51.17,Very Heavy,95,999.7
2022-06-05 06:00:00,AWS_BVI_07,Borivali AWS,R/C,39.67,Very Heavy,95,999.8
2022-06-05 06:00:00,AWS_WRL_08,Worli AWS,G/S,31.43,Heavy,95,1001.0
2022-06-05 07:00:00,AWS_SCZ_01,Santacruz AWS,H/E,16.72,Heavy,94,1000.5
2022-06-05 07:00:00,AWS_CLB_02,Colaba AWS,A,14.47,Moderate,98,1004.4
2022-06-05 07:00:00,AWS_KRL_03,Kurla AWS,L,16.14,Heavy,96,1001.3
2022-06-05 07:00:00,AWS_CHM_04,Chembur AWS,M/W,14.57,Moderate,94,1006.5
2022-06-05 07:00:00,AWS_AND_05,Andheri West AWS,K/W,24.79,Heavy,96,1000.4
2022-06-05 07:00:00,AWS_DDR_06,Dadar AWS,G/N,18.64,Heavy,94,999.6
2022-06-05 07:00:00,AWS_BVI_07,Borivali AWS,R/C,17.15,Heavy,97,1000.2
2022-06-05 07:00:00,AWS_WRL_08,Worli AWS,G/S,24.22,Heavy,95,1000.9
2022-06-05 08:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,83,1005.7
2022-06-05 08:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,84,1003.7
2022-06-05 08:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,83,1004.0
2022-06-05 08:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,84,1004.6
2022-06-05 08:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,84,1006.4
2022-06-05 08:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,85,1005.2
2022-06-05 08:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,82,1004.3
2022-06-05 08:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,82,1005.5
2022-06-05 09:00:00,AWS_SCZ_01,Santacruz AWS,H/E,4.76,Light,98,1004.8
2022-06-05 09:00:00,AWS_CLB_02,Colaba AWS,A,4.12,Light,94,1004.8
2022-06-05 09:00:00,AWS_KRL_03,Kurla AWS,L,2.9,Light,94,1005.8
2022-06-05 09:00:00,AWS_CHM_04,Chembur AWS,M/W,4.22,Light,96,1004.6
2022-06-05 09:00:00,AWS_AND_05,Andheri West AWS,K/W,4.37,Light,97,1005.4
2022-06-05 09:00:00,AWS_DDR_06,Dadar AWS,G/N,3.23,Light,94,1006.0
2022-06-05 09:00:00,AWS_BVI_07,Borivali AWS,R/C,2.92,Light,95,1007.5
2022-06-05 09:00:00,AWS_WRL_08,Worli AWS,G/S,3.74,Light,97,1006.9
2022-06-05 10:00:00,AWS_SCZ_01,Santacruz AWS,H/E,86.08,Extremely Heavy,94,1002.9
2022-06-05 10:00:00,AWS_CLB_02,Colaba AWS,A,85.31,Extremely Heavy,94,1001.0
2022-06-05 10:00:00,AWS_KRL_03,Kurla AWS,L,133.32,Extremely Heavy,98,999.5
2022-06-05 10:00:00,AWS_CHM_04,Chembur AWS,M/W,90.36,Extremely Heavy,97,1000.7
2022-06-05 10:00:00,AWS_AND_05,Andheri West AWS,K/W,133.27,Extremely Heavy,97,1000.0
2022-06-05 10:00:00,AWS_DDR_06,Dadar AWS,G/N,131.17,Extremely Heavy,94,1000.7
2022-06-05 10:00:00,AWS_BVI_07,Borivali AWS,R/C,134.5,Extremely Heavy,96,1001.8
2022-06-05 10:00:00,AWS_WRL_08,Worli AWS,G/S,95.02,Extremely Heavy,98,1000.7
2022-06-05 11:00:00,AWS_SCZ_01,Santacruz AWS,H/E,91.89,Extremely Heavy,96,1000.8
2022-06-05 11:00:00,AWS_CLB_02,Colaba AWS,A,83.97,Extremely Heavy,94,1000.5
2022-06-05 11:00:00,AWS_KRL_03,Kurla AWS,L,67.36,Extremely Heavy,98,1000.4
2022-06-05 11:00:00,AWS_CHM_04,Chembur AWS,M/W,68.88,Extremely Heavy,97,1000.4
2022-06-05 11:00:00,AWS_AND_05,Andheri West AWS,K/W,97.67,Extremely Heavy,97,1001.1
2022-06-05 11:00:00,AWS_DDR_06,Dadar AWS,G/N,105.1,Extremely Heavy,95,1000.4
2022-06-05 11:00:00,AWS_BVI_07,Borivali AWS,R/C,80.75,Extremely Heavy,94,999.6
2022-06-05 11:00:00,AWS_WRL_08,Worli AWS,G/S,88.53,Extremely Heavy,95,1002.0
2022-06-05 12:00:00,AWS_SCZ_01,Santacruz AWS,H/E,71.49,Extremely Heavy,94,1000.4
2022-06-05 12:00:00,AWS_CLB_02,Colaba AWS,A,75.73,Extremely Heavy,94,999.3
2022-06-05 12:00:00,AWS_KRL_03,Kurla AWS,L,62.26,Very Heavy,97,999.9
2022-06-05 12:00:00,AWS_CHM_04,Chembur AWS,M/W,59.87,Very Heavy,94,1000.8
2022-06-05 12:00:00,AWS_AND_05,Andheri West AWS,K/W,66.29,Extremely Heavy,97,1000.9
2022-06-05 12:00:00,AWS_DDR_06,Dadar AWS,G/N,87.67,Extremely Heavy,94,999.8
2022-06-05 12:00:00,AWS_BVI_07,Borivali AWS,R/C,73.39,Extremely Heavy,97,1000.4
2022-06-05 12:00:00,AWS_WRL_08,Worli AWS,G/S,78.64,Extremely Heavy,96,999.4
2022-06-05 13:00:00,AWS_SCZ_01,Santacruz AWS,H/E,54.95,Very Heavy,98,1000.9
2022-06-05 13:00:00,AWS_CLB_02,Colaba AWS,A,41.07,Very Heavy,98,1001.6
2022-06-05 13:00:00,AWS_KRL_03,Kurla AWS,L,42.29,Very Heavy,96,1001.5
2022-06-05 13:00:00,AWS_CHM_04,Chembur AWS,M/W,34.98,Heavy,98,999.3
2022-06-05 13:00:00,AWS_AND_05,Andheri West AWS,K/W,37.14,Very Heavy,96,1000.0
2022-06-05 13:00:00,AWS_DDR_06,Dadar AWS,G/N,52.86,Very Heavy,94,1000.3
2022-06-05 13:00:00,AWS_BVI_07,Borivali AWS,R/C,52.7,Very Heavy,97,1001.6
2022-06-05 13:00:00,AWS_WRL_08,Worli AWS,G/S,44.77,Very Heavy,97,998.7
2022-06-05 14:00:00,AWS_SCZ_01,Santacruz AWS,H/E,20.92,Heavy,97,998.8
2022-06-05 14:00:00,AWS_CLB_02,Colaba AWS,A,20.94,Heavy,97,1003.8
2022-06-05 14:00:00,AWS_KRL_03,Kurla AWS,L,24.07,Heavy,96,998.6
2022-06-05 14:00:00,AWS_CHM_04,Chembur AWS,M/W,30.9,Heavy,95,1002.1
2022-06-05 14:00:00,AWS_AND_05,Andheri West AWS,K/W,20.46,Heavy,98,1000.1
2022-06-05 14:00:00,AWS_DDR_06,Dadar AWS,G/N,34.93,Heavy,94,999.3
2022-06-05 14:00:00,AWS_BVI_07,Borivali AWS,R/C,28.71,Heavy,97,1000.5
2022-06-05 14:00:00,AWS_WRL_08,Worli AWS,G/S,32.1,Heavy,96,1000.8
2022-06-05 15:00:00,AWS_SCZ_01,Santacruz AWS,H/E,1.75,Light,95,1004.2
2022-06-05 15:00:00,AWS_CLB_02,Colaba AWS,A,1.62,Light,96,1006.4
2022-06-05 15:00:00,AWS_KRL_03,Kurla AWS,L,1.61,Light,98,1004.1
2022-06-05 15:00:00,AWS_CHM_04,Chembur AWS,M/W,1.46,Light,98,1004.9
2022-06-05 15:00:00,AWS_AND_05,Andheri West AWS,K/W,1.33,Light,95,1005.5
2022-06-05 15:00:00,AWS_DDR_06,Dadar AWS,G/N,1.19,Light,95,1004.5
2022-06-05 15:00:00,AWS_BVI_07,Borivali AWS,R/C,1.25,Light,94,1003.9
2022-06-05 15:00:00,AWS_WRL_08,Worli AWS,G/S,1.95,Light,97,1008.0
2022-06-05 16:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,84,1006.7
2022-06-05 16:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,83,1004.1
2022-06-05 16:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,86,1002.9
2022-06-05 16:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,83,1006.0
2022-06-05 16:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,85,1003.8
2022-06-05 16:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,82,1006.2
2022-06-05 16:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,82,1005.0
2022-06-05 16:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,84,1005.4
2022-06-05 17:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.19,Light,97,1005.5
2022-06-05 17:00:00,AWS_CLB_02,Colaba AWS,A,0.24,Light,96,1004.4
2022-06-05 17:00:00,AWS_KRL_03,Kurla AWS,L,0.23,Light,94,1004.1
2022-06-05 17:00:00,AWS_CHM_04,Chembur AWS,M/W,0.15,Light,97,1003.6
2022-06-05 17:00:00,AWS_AND_05,Andheri West AWS,K/W,0.15,Light,98,1006.4
2022-06-05 17:00:00,AWS_DDR_06,Dadar AWS,G/N,0.24,Light,95,1005.8
2022-06-05 17:00:00,AWS_BVI_07,Borivali AWS,R/C,0.21,Light,95,1006.1
2022-06-05 17:00:00,AWS_WRL_08,Worli AWS,G/S,0.14,Light,97,1006.3
2022-06-05 18:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,82,1004.7
2022-06-05 18:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,86,1005.3
2022-06-05 18:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,83,1004.9
2022-06-05 18:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,84,1005.0
2022-06-05 18:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,85,1005.1
2022-06-05 18:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,85,1004.8
2022-06-05 18:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,86,1005.2
2022-06-05 18:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,82,1006.2
2022-06-05 19:00:00,AWS_SCZ_01,Santacruz AWS,H/E,1.25,Light,96,1005.0
2022-06-05 19:00:00,AWS_CLB_02,Colaba AWS,A,1.13,Light,95,1002.6
2022-06-05 19:00:00,AWS_KRL_03,Kurla AWS,L,1.17,Light,98,1004.1
2022-06-05 19:00:00,AWS_CHM_04,Chembur AWS,M/W,1.43,Light,97,1003.2
2022-06-05 19:00:00,AWS_AND_05,Andheri West AWS,K/W,0.99,Light,94,1003.5
2022-06-05 19:00:00,AWS_DDR_06,Dadar AWS,G/N,0.97,Light,97,1005.9
2022-06-05 19:00:00,AWS_BVI_07,Borivali AWS,R/C,1.4,Light,94,1006.0
2022-06-05 19:00:00,AWS_WRL_08,Worli AWS,G/S,1.32,Light,95,1005.8
2022-06-05 20:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,82,1005.3
2022-06-05 20:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,84,1004.4
2022-06-05 20:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,85,1007.5
2022-06-05 20:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,84,1006.2
2022-06-05 20:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,82,1005.6
2022-06-05 20:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,86,1007.4
2022-06-05 20:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,85,1005.1
2022-06-05 20:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,84,1005.9
2022-06-05 21:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,82,1004.3
2022-06-05 21:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,84,1006.4
2022-06-05 21:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,83,1006.2
2022-06-05 21:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,85,1005.0
2022-06-05 21:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,85,1002.8
2022-06-05 21:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,85,1007.1
2022-06-05 21:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,83,1005.3
2022-06-05 21:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,84,1003.9
2022-06-05 22:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,84,1004.6
2022-06-05 22:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,86,1005.0
2022-06-05 22:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,82,1002.8
2022-06-05 22:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,82,1004.7
2022-06-05 22:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,84,1006.3
2022-06-05 22:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,82,1002.1
2022-06-05 22:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,82,1005.4
2022-06-05 22:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,86,1004.9
2022-06-05 23:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,86,1004.5
2022-06-05 23:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,82,1004.9
2022-06-05 23:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,85,1006.1
2022-06-05 23:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,85,1005.1
2022-06-05 23:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,83,1005.5
2022-06-05 23:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,82,1004.6
2022-06-05 23:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,86,1005.1
2022-06-05 23:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,85,1006.1
2022-06-06 00:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,85,1004.2
2022-06-06 00:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,86,1002.9
2022-06-06 00:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,83,1007.5
2022-06-06 00:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,86,1005.4
2022-06-06 00:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,86,1005.5
2022-06-06 00:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,84,1003.7
2022-06-06 00:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,83,1004.7
2022-06-06 00:00:00,AWS_WRL_08,Worli AWS,G/S,0.0,None,82,1006.5
2022-06-06 01:00:00,AWS_SCZ_01,Santacruz AWS,H/E,0.0,None,84,1004.6
2022-06-06 01:00:00,AWS_CLB_02,Colaba AWS,A,0.0,None,84,1007.9
2022-06-06 01:00:00,AWS_KRL_03,Kurla AWS,L,0.0,None,84,1004.5
2022-06-06 01:00:00,AWS_CHM_04,Chembur AWS,M/W,0.0,None,82,1006.1
2022-06-06 01:00:00,AWS_AND_05,Andheri West AWS,K/W,0.0,None,86,1005.9
2022-06-06 01:00:00,AWS_DDR_06,Dadar AWS,G/N,0.0,None,82,1003.5
2022-06-06 01:00:00,AWS_BVI_07,Borivali AWS,R/C,0.0,None,84,1006.6
